Tool Name,Location,Year,Tracks,Speakers,Github URL,Description,Path
OWASP Faction - PenTesting Automation Framework,USA,2025,Vulnerability Assessment,Josh Summitt,https://github.com/factionsecurity/faction,"OWASP FACTION is an open-source solution for streamlined security assessment workflows and enhancing collaboration within your teams. In addition, It's robust and extendable so it can integrate within diverse environments. FACTION's key benefits are that it cuts reporting time down to more than half for manual pen-tests, keeps tabs on all outstanding vulnerabilities with custom alerts based on your SLAs, becomes the hub of shared information for your assessments enabling other teammates to replay attacks you share, facilitates large scale assessment scheduling that typically becomes hard to manage when your teams are doing more than 100 assessments a year, and is fully extendable with REST APIs and FACTION Extensions.",tools/USA/2025/owasp-faction-pentesting-automation-framework.json
ParseAndC 4.0 - The Final Cut,USA,2025,Reverse Engineering,Parbati Kumar Manna,https://github.com/intel/ParseAndC,"This is the 4.0 (and Final) version of the ParseAndC tool (whose 1.0, 2.0 and 3.0 versions were presented in the Black Hat Arsenal 2021/2022/2023 (SecTor) and DEFCON 2021). The 1.0 version was capable of mapping any C structure(s) to any datastream, and then visually displaying the 1:1 correspondence between the variables and the data in a very colorful, intuitive display so that it was very easy to understand which field had what value. In 2.0 version, we introduced dynamic structures which essentially expanded the C language semantics (not syntax) so that now C structures alone had the same power as full-fledged C programs. In 3.0 version, we completed the parsing part of the tool by adding a ton of new or missing features that cover various quirks of C language so that the tool now worked on ANY production C code. What problems are we solving in this new 4.0 version? The main problem we solve is that often there is a huge gap between the way any data is stored, and the way it needs to be displayed to make sense to the end-users. While writing a parser, after you ""parse"" (read in) the data, for ""simple"" kind of data you can display the data just like that without any manipulation (for example, the integer variable ""PacketSizeBytes"" can be displayed just like that, and people will immediately understand its value. However, often there are other type of not-so-simple data where just by displaying the data in the native format, it does not convey the real measure of what the data represents. For example, suppose an integer stores the number of seconds since a certain event. Just seeing 465827 sec doesn't give a proper sense of how long the time is, but converting it to a human-readable 5 days 9 hrs 23 min 47 sec does. So, for such cases, merely proper ""parsing"" (reading in) the data is not enough - we also need to write additional code (either within the Parser itself, or pipe the native format into yet another shell script) to display the value in a custom format. In C, the only two native ways to store data are integer and float, but we need this custom format for many other cases. Some examples: - Suppose an int represents a memory address, and you would rather see its value displayed in Hex format. - Suppose an int represents a mask, and you would rather see its value in the binary format. - Support an int stores the Unix timestamp of a certain event. Just seeing how many seconds have passed since 1/1/1970 is not very telling, it would make far more sense if we convert it to a human-readable YYYY-MM-DD HH-MM-SS or something like that. - Suppose a float contains the temperature of the chip in Kelvin, but the user of the tool would rather see the unit in Fahrenheit. - Suppose an int contain the # of days since a particular Sunday, and instead of knowing the day count, the user would rather want to know which day of the week (Sun/Mon/Tue etc.) it is because that's all he/she cares about. - Suppose an int contains the IPv4 protocol number, but instead of just displaying the numeric protocol numbers like 1/6/17/46, , you would rather display the corresponding protocol names like ICMP/TCP/UDP/RSVP etc. - Suppose an int actually represents the 4 octets of an IP address, and the user rather see it in the A.B.C.D format. - It is a char array, and instead of seeing their numeric values, the user would rather see their corresponding ASCII chars. - The number(s) are coded in certain encoding (say Binary-Coded-Decimal or Base-64), and the user would want to see the decoded values. C offers printf for doing certain limited manipulations while displaying the data via format string, but that's it. For example, it cannot automatically display the #sec into day:HH:MM:SS format. For each of those custom display manipulation, one would need to write extra code in the Parser, or pipe the parsed data (in native format) to yet another shell script that will manipulate the native data into custom display format. This process is laborious and error prone. Why? Since the code for manipulating the variable value is located in a different place than where the variable is declared, chances are high that coders will make cut-and-paste errors (use wrong variable names or attributes etc.). Here, we CO-LOCATE the output display format of the data in the same place where they are declared, and the beauty is that, we do it without breaking the C syntax. We optionally annotate every variable declaration with a ""format"" or ""TAG"", where the TAG tells how the variable will be displayed. And since we are not allowed to break the existing C syntax, we put this TAG within the C comment that starts on same line of the variable declaration. A C preprocessor usually discards the comments, but our tool also parses the comments, and if it finds any custom display tag annotation, it will display it accordingly. To recap on the new capabilities of this tool, earlier the tool used to display the data in the native C formats (integers and floating points), but in current version 4.0 we now have the ability to display the internally stored data into ANY output format we like. For most common type of display formats, this tool gives builtin formats, and for others, it gives the users a way specify it dynamically. You will no longer need to pipe the output to yet another Python/Perl/SED/TR/AWK/Shell script to display the data in the intended format. In other words, this tool is now your ONE-STOP-SHOP for parsing and interpreting the data you are getting from your testing. ANY AND ALL KIND OF TESTING - SW, FW OR HW, Security- or non-Security testing. The output formats (TAG) that have been added are: (Reviewer - please note that in this submission, I am using {FORMAT} and {/FORMAT} while in real-life the ""{"" and ""}"" would be replaced by ""less-than-symbol"" and ""greater-than-symbol"" for this tool. The reason I am forced to do this is because this Black Hat submission website has input sanitization rules which treats them as valid HTML tags and starts interpreting it. 1) Built-in formats: HEX, OCT, BIN, DEC, PERCENT – to display the data as Hexadecimal, Octal, Binary, Decimal, and Percent. So, if you declare a variable like int I; /* {FORMAT} BIN {/FORMAT}*/, then in the output its value would get displayed in binary. 2) Built-in Time formats: MILLISECONDS, SECONDS, UNIXDATETIME, EXCELDATETIME – to display the time into a human readable format involving year, month, day, hour, minute, second etc. (fully customizable). For example, if we have a declaration like int TS; /* {FORMAT} UNIXDATETIME {/FORMAT} */, then the tool will treat this TS variable as a unix timestamp and display its value as YYYY-MM-DD HH:mm:SS. It is extremely flexible, for example, if you give {FORMAT} UNIXDATETIME(""Date is MM/DD/YY, and time is HH-mm-SS""){/FORMAT}, for TS=1741977744, your output will be ""Date is 03/14/25, and time is 18-42-24"" (basically exactly the supplied argument string, with its various tokens like MM, DD, YY etc. replaced with the corresponding values.). Please note that Microsoft Excel stores the timestamp in a different way (a float representing the number of full and fractional days since Dec 31, 1899), and we handle it. 3) BCD format: To decode data encoded in Binary-Coded-Decimal. This tool provides built-in support for ALL varieties of BCD (viz. ""8 4 2 1 (XS-0)"" ,""7 4 2 1"" ,""Aiken (2 4 2 1)"" ,""Excess-3 (XS-3)"" ,""Excess-6 (XS-6)"" ,""Jump-at-2 (2 4 2 1)"" ,""Jump-at-8 (2 4 2 1)"" ,""4 2 2 1 (I)"" ,""4 2 2 1 (II)"" ,""5 4 2 1"" ,""5 2 2 1"" ,""5 1 2 1"" ,""5 3 1 1"" ,""White (5 2 1 1)"" ,""5 2 1 1"" ,""Magnetic tape"" ,""Paul"" ,""Gray"" ,""Glixon"" ,""Ledley"" ,""4 3 1 1"" ,""LARC"" ,""Klar"" ,""Petherick (RAE)"" ,""O'Brien I (Watts)"" ,""5-cyclic"" ,""Tompkins I"" ,""Lippel"" ,""O'Brien II"" ,""Tompkins II"" ,""Excess-3 Gray"" ,""6 3  2  1 (I)"" ,""6 3  2  1 (II)"" ,""8 4  2  1"" ,""Lucal"" ,""Kautz I"" ,""Kautz II"" ,""Susskind I"" ,""Susskind II"") 4) BASE64 format: To decode data encoded in Base-64 format. Obviously, this only works on array because we are talking about converting 8-bits into 6-bits. 5) PRINTF format: Basically, giving the user the full power of the C function printf(), and much more. We have also incorporated the more powerful features from other languages in this. For example, Python allows ""+"" to concatenate strings, and ""*"" to repeat strings, which we allow here in printf format string specification. 6) ENUM format: If the code has enum in it, the tool automatically displays the corresponding enum literals instead of the variable values (this is massively helpful). In addition, even if the C struct did not have any enum declared, here we can allow an display enum to be declared specifically for that variable. Combining the C enum and C switch statements, where we depending on the value of the data, we display a certain literal instead. For example. Suppose we store the privilege level of a device driver in an integer called Ring, and instead of displaying 0 and 3, we want display ""KMD"" and ""UMD"". In our tool, we just declare it as int Ring; /* {FORMAT} ENUM(""KMD""=0, ""UMD""=3) {/FORMAT} */, it will display it accordingly. 7) POSTPROCESS format: This is the most powerful where you can pretty much write any code based on the stored value. You no longer need to pipe the output to yet another script. For example, if variable temp stores the temperature in Kelvin but we want to display it in Fahrenheit, then int tempKelvin; /* {FORMAT} POSTPROCESS((tempKelvin-273.15)*1.8+32) {/FORMAT}*/ will do the job. We also introduce the ""_X_"" operator within these formats. Most of the errors in parser writing happens due to cut-and-paste error (if a C struct has 20 fields, there is no way the coder is going to freshly type the 20 printf statements to display their values - the coder is going to type it once for one variable, and then for the rest 19 variables he/she is going to simply copy the first printf statement, and do the necessary changes. However, many a times the coders forget to make the necessary changes. For example, suppose a very simple struct has two int variables ""height"" and ""weight"", two words that differ by a single character. While printing their values, a coder can easily make the following mistake: printf(""height is %d"", height); printf(""weight is %d"", height); To avoid these kind of errors, in this 4.0 version, we introduce the ""_X_"" operator. During runtime, this _X_ will get substituted with the corresponding variable name. For example, look at the struct below which our tool will understand just fine: struct S { int height; // {FORMAT} PRINTF(""%d"",_X_) {/FORMAT} int weight; // {FORMAT} PRINTF(""%d"",_X_) {/FORMAT} }; Another great feature we add is that all these TAGs or formats can be applied one after another on the same variable. So, suppose a variable contains a unix timestamp, and we are only interested in knowing how many days were in that month, and we want the display that many ""="" symbols. For example, suppose we know that the timestamp corresponds to a day in the month of December. Since December has 31 days, we want to display ""==============================="". We can achieve this very elegantly here: int TimeStamp; /* {FORMAT} UNIXDATETIME(""MM"") {/FORMAT} {FORMAT} POSTPROCESS(int(_X_)) {/FORMAT} {FORMAT} ENUM(31=1,28,31,30,31,30,31,31,30,31,30,31) {/FORMAT} {FORMAT} PRINTF(_X_*""="") {/FORMAT} */ The first {FORMAT} UNIXDATETIME(""MM"") {/FORMAT} extracts the date in the MM form (two-digit numeric string). The second {FORMAT} POSTPROCESS(int(_X_)) {/FORMAT} converts that two-digit numeric string to a number (for example, converting a ""09"" to 9) The third {FORMAT} ENUM(31=1,28,31,30,31,30,31,31,30,31,30,31) {/FORMAT} tells how many days to display for that month (observe that month starts from 1, not 0). The fourth {FORMAT} PRINTF{_X_*""=""} simply prints that many ""="" symbols. This is essentially equivalent of writing sequential code, line after line. The output from previous format gets fed into the next format. This way, you can pretty much write ANY code to custom display your variable RIGHT where the variable declaration is happening. So, the chances of messing it up is indeed very low. And, it is Turing-complete. Last but not the least, whenever we print a custom display value, we display BOTH the original (native) value and the manipulated (formatted) value. You can see it on the console and in the CSV file. So, we are actually not changing the internal value. Just click on the ""Run Demo"" button and see for yourself. This tool is extremely portable – it's a single Python 2MB text file, is cross-platform (Windows/Mac/Unix), and also works in the terminal /batch mode without GUI or Internet connection. The tool is self-contained - it doesn't import anything, to the extent that it implements its own C compiler (front-end) from scratch!! This tool is useful for both security- and non-security testing alike (reverse engineering, network traffic analyzing, packet processing etc.). It is currently being used at Intel widely. The author of this tool led many security hackathons at Intel and there this tool was found to be very useful.",tools/USA/2025/parseandc-4-0-the-final-cut.json
Patching at Scale - Using GenAI to keep up,USA,2025,"AI, ML & Data Science",Yohan Guez; Itamar Sher; Bruce Gibson,https://github.com/aws-samples/gen-ai-cve-patching,"Software security is constantly challenged by the difficulty of upgrading third party libraries. Codebases often lag several major versions behind, and the value of upgrading is frequently debated. A more practical approach can be backporting vulnerability fixes to the specific versions in use. Manually backporting security patches is a time-consuming, error-prone, and resource-intensive task for security and development teams. Our method utilizes LLM capabilities in combination with other techniques to efficiently streamline this process at scale, efficiently mitigating vulnerabilities across hundreds of packages by backporting thousands of fixes. Instead of requiring researchers to manually locate, isolate, and apply patches, our AI-powered system automates much of the workflow: understanding the patch, identifying the relevant code in the Git repository, applying the necessary changes, running tests, and iterating until the CVE is successfully patched and its corresponding unit tests pass. While LLMs offer a powerful new capability, they also present challenges. This talk will explore what works, what doesn't, and the advantages and disadvantages of using AI models for vulnerability backporting. We'll share real-world successes, discuss unexpected AI errors, and explain how we addressed gaps in test coverage. By collaborating with cybersecurity researchers, our AI-driven approach not only accelerates security patching but also ensures that critical fixes are applied without introducing breaking changes.",tools/USA/2025/patching-at-scale-using-genai-to-keep-up.json
Peirates,USA,2025,Cloud Security,Jay Beale,https://github.com/inguardians/peirates,"Peirates is a penetration testing tool for Kubernetes, focused on privilege escalation and lateral movement. It has an interactive interface, wherein the penetration tester chooses actions from the techniques that Peirates encodes. Some of the techniques in Peirates will give you administrative access to the cluster in one-shot. Others are intended to get you tokens for an increasing number of service accounts that you can use to move laterally, steal secrets, and chain together to achieve the goals of your penetration test.",tools/USA/2025/peirates.json
Penelope shell handler,USA,2025,Exploitation and Ethical Hacking,Christodoulos Lamprinos; Carlos Marquez,https://github.com/brightio/penelope,"Penelope is a shell handler designed to be easy to use and intended to replace netcat when exploiting RCE vulnerabilities. It is compatible with Linux and macOS and requires Python 3.6 or higher. It is a standalone script that does not require any installation or external dependencies, and it is intended to remain this way. Among the main features are: * Auto-upgrade shells to PTY (realtime resize included) * Logging interaction with the targets * Download files/folders from targets * Upload local/remote files/folders to targets * Run scripts on targets and get output on a local file in real time. * Port Forwarding * Spawn shells on multiple tabs and/or hosts * Maintain X amount of active shells per host no matter what * Multiple sessions * Multiple listeners * Can be imported by python3 exploits and get shell on the same terminal Penelope can work in conjunction with metasploit exploits by disabling the default handler with `set DisablePayloadHandler True` Currently only Unix shells are fully supported. There is only basic support for Windows shells (netcat-like interaction + logging) and the rest of the features are under way.",tools/USA/2025/penelope-shell-handler.json
Pentest Copilot: Cursor for Pentesters,USA,2025,"AI, ML & Data Science",Dhruva Goyal; Sitaraman S; Aditya Peela,https://github.com/bugbasesecurity/pentest-copilot,"Pentest Copilot is an open-source, AI-powered platform built to revolutionize penetration testing. Designed by bug bounty hunters, it seamlessly integrates a browser-based AI assistant with an interactive testing environment(optionally backed by a Kali Linux container). By enabling real-time command execution, context-aware automation, and dynamic checklists, Pentest Copilot creates a unified ecosystem where AI offsec automation and manual expertise work in tandem. Infosec pros can efficiently discover and exploit vulnerabilities without context-switching, ensuring precision, scalability, and efficiency in every engagement(bug bounty, professional or otherwise) Previously a commercial tool, Pentest Copilot is now being open-sourced for the first time. The platform's agentic AI architecture leverages contextual reasoning, recursive automation loops, and adaptive decision-making to refine pentesting strategies dynamically. By preserving engagement context, optimizing tool execution, and intelligently summarizing findings, the AI enhances workflow efficiency without compromising control. We first introduced Pentest Copilot's architecture at Microsoft BlueHat and a whitepaper (https://arxiv.org/abs/2409.09493), and now, we intend to launch it as an open-source project at BlackHat Arsenal",tools/USA/2025/pentest-copilot-cursor-for-pentesters.json
PERSEPTOR: Automating Detection Rule Generation with AI-Driven Threat Intelligence,USA,2025,"AI, ML & Data Science",Aytek AYTEMUR,https://github.com/dipsh0v/perseptor,"In an era of rapidly evolving cyber threats, organizations face constant challenges in detecting and mitigating sophisticated attacks. Staying ahead of adversaries demands not only robust defense mechanisms but also intelligent systems capable of transforming raw threat data into actionable intelligence. PERSEPTOR is a cutting-edge threat intelligence project designed to streamline the process of extracting actionable insights from diverse threat reports. Leveraging state-of-the-art LLMs and the LangChain framework, PERSEPTOR autonomously summarizes threat reports, identifies TTPs, extracts IoCs, and generates Sigma and YARA rules using AI-driven mechanisms to minimize false positives. The project also provides tailored query recommendations for various cybersecurity products, enhancing its practical adaptability across different operational environments. PERSEPTOR specializes in automating detection content creation and prioritization, enabling Blue Teamers, SOC Analysts, Incident Responders, Threat Hunters, and Threat Detection Engineers to efficiently organize and implement detection rules. Through real-time analysis, PERSEPTOR empowers these teams to effectively prioritize threats and optimize response strategies, significantly enhancing their ability to detect and mitigate emerging cyber threats. This presentation delves into the conceptualization, development, and implementation of PERSEPTOR, highlighting its modular architecture, advanced AI-driven functionalities, and transformative impact on modern cybersecurity operations. Furthermore, the presentation will discuss the applicability of PERSEPTOR in cybersecurity operations through various use case examples.",tools/USA/2025/perseptor-automating-detection-rule-generation-with-ai-driven-threat.json
Plaguards: Open Source PowerShell Deobfuscation and IOC Detection Engine for Blue Teams.,USA,2025,Reverse Engineering,Nadia Nadia; Bertrand Redondo Mulyono; Nicolas Saputra Gunawan; Satya Kusuma; Yohan Muliono,https://github.com/baycysec/plaguards,"Plaguards is an open-source PowerShell deobfuscation and IOC detection engine built for blue teams. It automates static deobfuscation of obfuscated PowerShell scripts commonly used in malware and ransomware attacks, extracts embedded Indicators of Compromise (IOCs) such as IP addresses and URLs, and generates templated PDF reports cross-referencing findings with threat intelligence.",tools/USA/2025/plaguards-open-source-powershell-deobfuscation-and-ioc-detection-engine-for.json
PolarDNS - Specialized DNS server for penetration testing and vulnerability research,USA,2025,Network Defense,Ivan Jedek,https://github.com/oryxlabs/PolarDNS,"PolarDNS is a specialized authoritative DNS server written in Python, which allows the operator to produce fully custom DNS responses, suitable for DNS protocol security testing and vulnerability research. PolarDNS can be used for testing of: - DNS resolvers (server-side) - DNS clients - DNS libraries - DNS parsers and dissectors - any software handling DNS information It supports both UDP and TCP protocols, and it gives the operator full control over the DNS protocol layer. PolarDNS server can produce variety of non-standard and non-compliant DNS responses, DNS responses violating the RFC specifications, including highly abnormal and malformed DNS responses. This can be useful for: - Functional testing - RFC compliance - Vulnerability research",tools/USA/2025/polardns-specialized-dns-server-for-penetration-testing-and-vulnerability.json
ProcessInjection,USA,2025,Malware Defense,Chirag Savla,https://github.com/3xpl01tc0d3r/ProcessInjection,"ProcessInjection is a robust, open-source framework crafted in C# to explore a wide array of process injection techniques, tailored for red teaming, purple teaming, and endpoint security validation. The current version delivers a solid foundation with classic methods such as DLL Injection, traditional shellcode injection, process hollowing, and APC Queue injection, all implemented using C#'s powerful P/Invoke and D/Invoke capabilities for seamless interaction with Windows APIs. It also integrates three evasion techniques—Parent Process ID Spoofing, XOR encryption, and AES encryption—to enhance stealth and flexibility. Set for a major update at Black Hat USA 2025, ProcessInjection will unveil an advanced suite of techniques, including Process Ghosting, Kernel Callback Table Injection, PE Injection, Thread Execution Hijacking, alongside direct and indirect syscall implementations, and more. This all-encompassing toolkit empowers security professionals to emulate sophisticated adversary behaviors, enabling rigorous testing and fortification of endpoint defenses against modern, evolving threats.",tools/USA/2025/processinjection.json
Promptfoo,USA,2025,"AI, ML & Data Science; Arsenal Lab",Ian Webster; Michael D'Angelo; Vanessa Sauter; Steve Klein,https://github.com/promptfoo/promptfoo,"Promptfoo is an offensive security tool designed to test applications built on large language models (LLMs). Leveraging the latest adversarial ML research, Promptfoo uses ablated, fine-tuned models to generate unique, adversarial payloads to find and exploit more than 50 types of vulnerabilities in LLM applications. More than 60,000 developers use Promptfoo, including at major companies like Shopify, OpenAI, Anthropic, Twilio, and DoorDash. Promptfoo is unique in its capabilities because it uses specialized adversarial agents trained to probe specific risks in AI applications. Rather than relying on generic jailbreaks or known exploits, these agents analyze your application's unique attack surface - its specific use cases, integrated tools, data sources, and security boundaries. Promptfoo then generates targeted probes to identify vulnerabilities in your applications. The tests cover application-level categories such as PII/data leaks, access control issues via agentic tool use, as well as model-level risks like jailbreaks/injections and other harmful outputs.",tools/USA/2025/promptfoo.json
Q-TIP (QR Code Threat Inspection Platform),USA,2025,Malware Defense,Rushikesh D. Nandedkar,https://github.com/1nod3/Q-TIP,"**Abstract:** Q-TIP – QR Threat Inspection Protocol is an innovative, multi-layered cybersecurity tool designed to combat the emerging threat of QR code-based phishing attacks. By combining robust QR code decoding, comprehensive static URL analysis (including redirection chain tracking, WHOIS lookups, and SSL certificate validation), and advanced visual forensics using OpenCV, Q-TIP offers a granular, data-driven assessment of phishing risks. Additionally, the tool integrates threat intelligence from a continuously updated phishing artifacts database and implements suspicious file detection by securely downloading and analyzing files with malicious extensions. Its modular, scalable design supports both single-image and batch processing, generating detailed forensic reports in TXT and HTML formats that explicitly enumerate the reasons behind each phishing verdict. **Takeaways:** - **Comprehensive Analysis:** Q-TIP leverages multiple layers of analysis to assess QR code threats with high accuracy. - **Robust Reporting:** Detailed, actionable reports provide clear insights into the factors contributing to a phishing verdict. - **Scalable & Modular:** Designed for both enterprise and research applications, with support for real-time and batch processing. - **Future-Ready:** The platform is built to evolve with integrated real-time threat intelligence, machine learning enhancements, and dynamic file forensics to safeguard millions against phishing attacks. This abstract encapsulates Q-TIP's promise to revolutionize QR code phishing detection through technical rigor, innovative methodologies, and forward-thinking design—making it a compelling solution for Black Hat USA Arsenal 2025.",tools/USA/2025/q-tip-qr-code-threat-inspection-platform.json
RansomWhen??? I Never Even Noticed It…,USA,2025,Cloud Security,Bleon Proko,https://github.com/Permiso-io-tools/RansomWhen,"RansomWhen is an open-source tool from Permiso's P0 Labs that detects AWS KMS-based ransomware TTPs in CloudTrail logs. It identifies abuse of AWS Key Management Service features that attackers can leverage to encrypt S3 bucket data as part of ransomware operations, and enumerates identities possessing privilege combinations corresponding to these attack techniques.",tools/USA/2025/ransomwhen-i-never-even-noticed-it.json
Realtic,USA,2025,Cryptography,Sohan Simha Prabhakar; Samarth Bhaskar Bhat; Danindu Gammanpilage,https://github.com/danindu/Realtic,"Realtic is a flexible cybersecurity tool with a graphical user interface built on top of PyQt. By combining several specialist tools into a single, integrated program, it simplifies cryptographic operations and vulnerability evaluations. The design places a high value on efficiency and simplicity, which makes it perfect for security enthusiasts and professionals who want to perform rapid scans and analysis without having to deal with multiple different command-line tools.",tools/USA/2025/realtic.json
Red AI Range (RAR),USA,2025,"AI, ML & Data Science",Mahmut Erdem Ozgen; Ata Seren; Elif Basar Ozgen; Muhammed Alparslan Akyildiz,https://github.com/ErdemOzgen/RedAiRange,"Red AI Range (RAR) is a comprehensive security platform designed specifically for AI red teaming and vulnerability assessment. It creates realistic environments where security professionals can systematically discover, analyze, and mitigate AI vulnerabilities through controlled testing scenarios. As organizations increasingly integrate AI systems into critical infrastructure, the need for robust security testing has become essential. RAR addresses this need by providing a standardized framework that consolidates various AI vulnerabilities in one accessible environment for both academic research and industrial security operations. Red AI Range enables security professionals to systematically assess and exploit vulnerabilities within AI systems through realistic, controlled attack scenarios. The platform's advanced Docker-based architecture resolves complex dependency issues inherent in AI frameworks, providing isolation, rapid environment resets, parallel testing capabilities, and simplified deployments. An intuitive management system streamlines deployment of vulnerable AI systems and security toolkits, offering straightforward controls via a user-friendly interface. With remote agent support, teams can securely leverage distributed resources such as GPU-equipped clusters, coordinate across multiple locations, and manage testing scenarios from a centralized interface. Built-in session recording ensures comprehensive documentation, facilitates knowledge transfer, and supports stakeholder demonstrations. Suitable for corporate security teams, researchers, and educators, RedAiRange is ideal for vulnerability validation, exploration of emerging AI threats, practical skill development, and reproducible security research.",tools/USA/2025/red-ai-range-rar.json
RedInfraCraft : Automate Complex Red Team Infra,USA,2025,Exploitation and Ethical Hacking,Yash Bharadwaj; Manish Gupta,https://github.com/redteamoperations/red-infra-craft,"RedInfraCraft is a powerful FOSS solution for automating the deployment of powerful red team infrastructures. It streamlines the setup and management of : - Individual Red Team Components (C2, Payload, Redirector Server etc.) - On-premise / Cloud services re-director support - Complete Red Team Infrastructure (Redirector Load Balancer C2, Payload server, phishing server etc) - Phishing Operations - Infrastructure deployment support in AWS, Azure & GCP Cloud including multi-cloud support. Dilute your time to setup Red Team Infrastructure in 5 minutes with RedInfraCraft",tools/USA/2025/redinfracraft-automate-complex-red-team-infra.json
Replay security telemetry with Logstory,USA,2025,Data Forensics/Incident Response,Dan Dye; John Stoner,https://github.com/chronicle/logstory,"Logstory is an open-source Python tool that replays security telemetry in various standard formats from numerous vendors. Its primary function is to update timestamps from the various and diverse security log formats, while preserving the temporal relationships between the events. This allows for accurate and repeatable demonstration and testing of security detections and response workflows. The project includes scenarios that have been used internally at Google to exercise Google SecOps. Those scenarios are now published in a cloud storage bucket, so they may be downloaded and replayed with the Logstory utility to any SIEM.",tools/USA/2025/replay-security-telemetry-with-logstory.json
rev.ng decompiler,USA,2025,Reverse Engineering,Alessandro Di Federico; Pietro Fezzardi,https://github.com/revng/revng,"rev.ng is a static binary analysis framework based on LLVM and QEMU. Key features: * Full-fledged decompiler, that emits syntactically valid C. * Large architecture support (x86-64 x86, ARM, AArch64, MIPS and s390x). * Ideal environment for deobufscation thanks to the off-the-shelf availability of the LLVM -O2 optimization pipeline. * Support for static code analysis using symbolic execution (KLEE or clang-static-analyzer) or CodeQL. * Automatic recovery of data structures exploiting information across the whole program. * Scripting interface for Python and TypeScript.",tools/USA/2025/rev-ng-decompiler.json
Revealing 2MS: Secrets Detection and the Developer's Role in Supply Chain Security,USA,2025,Code Assessment,Ori Ron; Tal Folkman,https://github.com/Checkmarx/2ms,"Secrets belong in vaults, not in source code. Too Many Secrets (2MS) is a fast and reliable open-source CLI tool to help security teams and developers detect and remediate exposed secrets before they lead to security breaches. With support for scanning internal communication platforms, content management systems, and code repositories, 2MS proactively prevents credential leaks and strengthens security posture.",tools/USA/2025/revealing-2ms-secrets-detection-and-the-developer-s-role-in-supply-chain.json
ROP ROCKET: Advanced Framework for Return-Oriented Programming,USA,2025,Exploitation and Ethical Hacking,Bramwell Brizendine; Shiva Kusuma,https://github.com/Bw3ll/ROP_ROCKET,"ROP ROCKET is a groundbreaking, next-generation tool for Return-Oriented Programming (ROP), boasting unparalleled capabilities. This tool introduces several innovative techniques, including a novel approach to invoking Heaven's Gate via ROP, which facilitates the transition from x86 to x64 architecture, and invoking Windows syscalls via ROP to evade Data Execution Prevention (DEP), eliminating the need for less stealthy Windows API functions. The focal point of this tool is automatic ROP chain generation—constructing complete ROP exploits. Moreover, with this tool, we pioneer several new ROP techniques, including both x86 and x64 Heaven's Gate and using Windows syscalls to bypass DEP. To overcome DEP, we automate chain generation for Windows syscalls NtAllocateVirtualMemory and NtProtectVirtualMemory. In addition, ROP ROCKET can avoid the need to bypass DEP by chaining multiple APIs together to achieve shellcode-like functionality. For Black Hat Arsenal 2025, we will unveil support for building ROP chains for many new WinAPIs: WinExec, DeleteFileA, CreateToolhelp32Snapshot, URLDownloadToFileA, OpenProcess, Process32First, Process32Next, RegSetKeyValueA, RegCreateKeyA, WriteProcessMemory, HeapCreate, OpenSCManagerA, CreateServiceA, ShellExecuteA, CreateRemoteThread, VirtualAllocEx, TerminateProcess, and CreateProcessA. All will be available via automatic ROP chain construction using patterns with PUSHAD or a combination of PUSHAD coupled with mov dereferences, or the sniper approach. One of the features of ROP ROCKET is the sheer diversity of possibilities in creating these chains, allowing unique and unusual combinations that traditionally might not be achievable by ROP chain automation. The tool uses extensive emulation to evaluate the fitness of individual ROP gadgets, allowing unusual or longer ROP gadgets to be used. It also builds, emulates, and debugs parts of some ROP chains internally to solve certain problems, allowing for ROP chains to be built with the mov dereference or sniper approach, rather than relying simply on the PUSHAD approach. Distances to certain function parameters can also be dynamically calculated and readjusted with emulation. Sometimes a ROP chain is feasible only if a ROP gadget's address is free of bad bytes. With ROP ROCKET, we provide a way to obfuscate gadgets, allowing the gadget address to be pushed onto the stack, decoded, and executed at runtime. ROP ROCKET is built for performance, utilizing multiprocessing to harness a dozen or more cores. It also stores discovered gadgets from previously examined binaries, giving persistence across sessions. With all possible ROP gadgets—our raw ingredients—identified, ROP chains can be formed in seconds. While ROP can be a complex topic, ROP ROCKET provides powerful capabilities to users. New for Black Hat Arsenal 2025, the tool will support over 100 patterns for different WinAPIs or syscalls, far exceeding the capabilities of other ROP generation tools.",tools/USA/2025/rop-rocket-advanced-framework-for-return-oriented-programming.json
SAMLSmith,USA,2025,Exploitation and Ethical Hacking,Eric Woodruff; Tomer Nahum,https://github.com/Semperis/SAMLSmith,"SAMLSmith is the go-to tool for penetrating SAML applications with response forging. An evolution of the original tooling developed for proof-of-concept of SAML response forging in Entra ID, SAMLSmith takes further research around SAML response forging and combines it into a tool crafted for offensive scenarios. While far from new, enterprises continue to not prioritize the security of how SaaS applications integrate or understand best practices for securing them. With many factors at play, SAML response forging can range from extremely difficult to near impossible for a SOC to detect. SAMLSmith has a lot of tricks up its sleeve, including: - Multiple identity provider response forging - AD FS specific response forging mode - SAML request processing - InResponseTo support SAMLSmith can be used in several response forging scenarios where the private key material can be obtained. In demonstration of use, we'll explore using SAMLSmith for performing a Golden SAML attack against AD FS. Further, we'll demonstrate the use of SAMLSmith that ties into new research around response forging, penetrating certain types of SaaS applications with even more stealth. Using SAMLSmith requires a certain level of knowledge about the target environment, much of which can be gained with other commonly known and used tools that perform reconnaissance against the targeted identity provider.",tools/USA/2025/samlsmith.json
